gene,sample,cancer_type,expression
PDCD1,TCGA-A7-A13E-01A,Breast Invasive Carcinoma (TCGA),0.3566
PDCD1,TCGA-A7-A13F-01A,Breast Invasive Carcinoma (TCGA),0.1051
PDCD1,TCGA-A7-A13H-01A,Breast Invasive Carcinoma (TCGA),3.5731
PDCD1,TCGA-A7-A26E-01A,Breast Invasive Carcinoma (TCGA),0.1799
PDCD1,TCGA-A7-A26G-01A,Breast Invasive Carcinoma (TCGA),0.912
PDCD1,TCGA-A7-A26H-01A,Breast Invasive Carcinoma (TCGA),2.1049
PDCD1,TCGA-A7-A26J-01A,Breast Invasive Carcinoma (TCGA),0.0747
PDCD1,TCGA-A7-A2KD-01A,Breast Invasive Carcinoma (TCGA),2.6764
PDCD1,TCGA-A7-A3IY-01A,Breast Invasive Carcinoma (TCGA),0.739
PDCD1,TCGA-A7-A3IZ-01A,Breast Invasive Carcinoma (TCGA),0.1069
PDCD1,TCGA-A7-A3J0-01A,Breast Invasive Carcinoma (TCGA),2.7643
PDCD1,TCGA-A7-A3J1-01A,Breast Invasive Carcinoma (TCGA),0.8714
PDCD1,TCGA-A7-A3RF-01A,Breast Invasive Carcinoma (TCGA),0.0324
PDCD1,TCGA-A7-A425-01A,Breast Invasive Carcinoma (TCGA),0.9859
PDCD1,TCGA-A7-A426-01A,Breast Invasive Carcinoma (TCGA),1.9931
PDCD1,TCGA-A7-A4SA-01A,Breast Invasive Carcinoma (TCGA),2.185
PDCD1,TCGA-A7-A4SB-01A,Breast Invasive Carcinoma (TCGA),1.3319
PDCD1,TCGA-A7-A4SC-01A,Breast Invasive Carcinoma (TCGA),1.8202
PDCD1,TCGA-A7-A4SD-01A,Breast Invasive Carcinoma (TCGA),5.4971
PDCD1,TCGA-A7-A4SE-01A,Breast Invasive Carcinoma (TCGA),0.7837
PDCD1,TCGA-A7-A4SF-01A,Breast Invasive Carcinoma (TCGA),2.1574
PDCD1,TCGA-A7-A56D-01A,Breast Invasive Carcinoma (TCGA),0.3121
PDCD1,TCGA-A7-A5ZV-01A,Breast Invasive Carcinoma (TCGA),0.2759
PDCD1,TCGA-A7-A5ZW-01A,Breast Invasive Carcinoma (TCGA),1.0406
PDCD1,TCGA-A7-A5ZX-01A,Breast Invasive Carcinoma (TCGA),0.2585
PDCD1,TCGA-A7-A6VV-01A,Breast Invasive Carcinoma (TCGA),1.2783
PDCD1,TCGA-A7-A6VW-01A,Breast Invasive Carcinoma (TCGA),0.4032
PDCD1,TCGA-A7-A6VX-01A,Breast Invasive Carcinoma (TCGA),0.6582
PDCD1,TCGA-A7-A6VY-01A,Breast Invasive Carcinoma (TCGA),3.497
PDCD1,TCGA-A8-A06O-01A,Breast Invasive Carcinoma (TCGA),0.3747
PDCD1,TCGA-A8-A06P-01A,Breast Invasive Carcinoma (TCGA),0.4829
PDCD1,TCGA-A8-A06Q-01A,Breast Invasive Carcinoma (TCGA),0.1515
PDCD1,TCGA-A8-A06R-01A,Breast Invasive Carcinoma (TCGA),0.5729
PDCD1,TCGA-A8-A06T-01A,Breast Invasive Carcinoma (TCGA),1.2363
PDCD1,TCGA-A8-A06U-01A,Breast Invasive Carcinoma (TCGA),0.8063
PDCD1,TCGA-A8-A06X-01A,Breast Invasive Carcinoma (TCGA),1.5423
PDCD1,TCGA-A8-A06Y-01A,Breast Invasive Carcinoma (TCGA),0.0429
PDCD1,TCGA-A8-A06Z-01A,Breast Invasive Carcinoma (TCGA),0.0865
PDCD1,TCGA-A8-A075-01A,Breast Invasive Carcinoma (TCGA),2.1908
PDCD1,TCGA-A8-A076-01A,Breast Invasive Carcinoma (TCGA),0.4661
PDCD1,TCGA-A8-A079-01A,Breast Invasive Carcinoma (TCGA),0.2804
PDCD1,TCGA-A8-A07B-01A,Breast Invasive Carcinoma (TCGA),0.5926
PDCD1,TCGA-A8-A07C-01A,Breast Invasive Carcinoma (TCGA),1.4853
PDCD1,TCGA-A8-A07E-01A,Breast Invasive Carcinoma (TCGA),1.1101
PDCD1,TCGA-A8-A07I-01A,Breast Invasive Carcinoma (TCGA),0.9447
PDCD1,TCGA-A8-A07J-01A,Breast Invasive Carcinoma (TCGA),0.0
PDCD1,TCGA-A8-A07L-01A,Breast Invasive Carcinoma (TCGA),0.2551
PDCD1,TCGA-A8-A07O-01A,Breast Invasive Carcinoma (TCGA),0.5693
PDCD1,TCGA-A8-A07P-01A,Breast Invasive Carcinoma (TCGA),0.3069
PDCD1,TCGA-A8-A07R-01A,Breast Invasive Carcinoma (TCGA),1.5352
PDCD1,TCGA-A8-A07S-01A,Breast Invasive Carcinoma (TCGA),0.308
PDCD1,TCGA-A8-A07U-01A,Breast Invasive Carcinoma (TCGA),2.8703
PDCD1,TCGA-A8-A07W-01A,Breast Invasive Carcinoma (TCGA),0.6862
PDCD1,TCGA-A8-A07Z-01A,Breast Invasive Carcinoma (TCGA),0.7739
PDCD1,TCGA-A8-A082-01A,Breast Invasive Carcinoma (TCGA),0.0813
PDCD1,TCGA-A8-A084-01A,Breast Invasive Carcinoma (TCGA),0.1057
PDCD1,TCGA-A8-A085-01A,Breast Invasive Carcinoma (TCGA),0.029
PDCD1,TCGA-A8-A086-01A,Breast Invasive Carcinoma (TCGA),0.1995
PDCD1,TCGA-A8-A08A-01A,Breast Invasive Carcinoma (TCGA),0.7225
PDCD1,TCGA-A8-A08B-01A,Breast Invasive Carcinoma (TCGA),1.2
PDCD1,TCGA-A8-A08C-01A,Breast Invasive Carcinoma (TCGA),0.2564
PDCD1,TCGA-A8-A08F-01A,Breast Invasive Carcinoma (TCGA),2.1732
PDCD1,TCGA-A8-A08G-01A,Breast Invasive Carcinoma (TCGA),0.0687
PDCD1,TCGA-A8-A08I-01A,Breast Invasive Carcinoma (TCGA),4.7785
PDCD1,TCGA-A8-A08L-01A,Breast Invasive Carcinoma (TCGA),1.1553
PDCD1,TCGA-A8-A08O-01A,Breast Invasive Carcinoma (TCGA),0.2042
PDCD1,TCGA-A8-A08P-01A,Breast Invasive Carcinoma (TCGA),2.4035
PDCD1,TCGA-A8-A08R-01A,Breast Invasive Carcinoma (TCGA),2.5394
PDCD1,TCGA-A8-A08T-01A,Breast Invasive Carcinoma (TCGA),0.5643
PDCD1,TCGA-A8-A08X-01A,Breast Invasive Carcinoma (TCGA),0.8401
PDCD1,TCGA-A8-A08Z-01A,Breast Invasive Carcinoma (TCGA),0.5491
PDCD1,TCGA-A8-A091-01A,Breast Invasive Carcinoma (TCGA),0.576
PDCD1,TCGA-A8-A092-01A,Breast Invasive Carcinoma (TCGA),0.4774
PDCD1,TCGA-A8-A093-01A,Breast Invasive Carcinoma (TCGA),0.0754
PDCD1,TCGA-A8-A095-01A,Breast Invasive Carcinoma (TCGA),0.8562
PDCD1,TCGA-A8-A097-01A,Breast Invasive Carcinoma (TCGA),0.462
PDCD1,TCGA-A8-A099-01A,Breast Invasive Carcinoma (TCGA),0.3535
PDCD1,TCGA-A8-A09A-01A,Breast Invasive Carcinoma (TCGA),1.34
PDCD1,TCGA-A8-A09B-01A,Breast Invasive Carcinoma (TCGA),0.3837
PDCD1,TCGA-A8-A09D-01A,Breast Invasive Carcinoma (TCGA),0.4414
PDCD1,TCGA-A8-A09E-01A,Breast Invasive Carcinoma (TCGA),0.2265
PDCD1,TCGA-A8-A09I-01A,Breast Invasive Carcinoma (TCGA),1.9205
PDCD1,TCGA-A8-A09K-01A,Breast Invasive Carcinoma (TCGA),0.4154
PDCD1,TCGA-A8-A09M-01A,Breast Invasive Carcinoma (TCGA),3.1888
PDCD1,TCGA-A8-A09N-01A,Breast Invasive Carcinoma (TCGA),0.9253
PDCD1,TCGA-A8-A09Q-01A,Breast Invasive Carcinoma (TCGA),2.1612
PDCD1,TCGA-A8-A09R-01A,Breast Invasive Carcinoma (TCGA),2.8902
PDCD1,TCGA-A8-A09T-01A,Breast Invasive Carcinoma (TCGA),0.3925
PDCD1,TCGA-A8-A09V-01A,Breast Invasive Carcinoma (TCGA),0.0484
PDCD1,TCGA-A8-A09W-01A,Breast Invasive Carcinoma (TCGA),0.1349
PDCD1,TCGA-A8-A09X-01A,Breast Invasive Carcinoma (TCGA),1.7651
PDCD1,TCGA-A8-A0A1-01A,Breast Invasive Carcinoma (TCGA),0.9059
PDCD1,TCGA-A8-A0A2-01A,Breast Invasive Carcinoma (TCGA),1.1063
PDCD1,TCGA-A8-A0A4-01A,Breast Invasive Carcinoma (TCGA),0.2691
PDCD1,TCGA-A8-A0A6-01A,Breast Invasive Carcinoma (TCGA),1.8994
PDCD1,TCGA-A8-A0A7-01A,Breast Invasive Carcinoma (TCGA),4.8664
PDCD1,TCGA-A8-A0A9-01A,Breast Invasive Carcinoma (TCGA),0.3691
PDCD1,TCGA-A8-A0AB-01A,Breast Invasive Carcinoma (TCGA),0.0571
PDCD1,TCGA-A8-A0AD-01A,Breast Invasive Carcinoma (TCGA),0.2486
PDCD1,TCGA-AC-A23C-01A,Breast Invasive Carcinoma (TCGA),0.9721
PDCD1,TCGA-AC-A23E-01A,Breast Invasive Carcinoma (TCGA),0.1123
PDCD1,TCGA-AC-A23G-01A,Breast Invasive Carcinoma (TCGA),1.0956
PDCD1,TCGA-AC-A2B8-01A,Breast Invasive Carcinoma (TCGA),1.003
PDCD1,TCGA-AC-A2BK-01A,Breast Invasive Carcinoma (TCGA),0.1137
PDCD1,TCGA-AC-A2BM-01A,Breast Invasive Carcinoma (TCGA),1.7154
PDCD1,TCGA-AC-A2FB-01A,Breast Invasive Carcinoma (TCGA),3.2757
PDCD1,TCGA-AC-A2FE-01A,Breast Invasive Carcinoma (TCGA),3.0331
PDCD1,TCGA-AC-A2FF-01A,Breast Invasive Carcinoma (TCGA),1.7512
PDCD1,TCGA-AC-A2FG-01A,Breast Invasive Carcinoma (TCGA),0.3669
PDCD1,TCGA-AC-A2FK-01A,Breast Invasive Carcinoma (TCGA),0.0
PDCD1,TCGA-AC-A2FM-01A,Breast Invasive Carcinoma (TCGA),0.0
PDCD1,TCGA-AC-A2FO-01A,Breast Invasive Carcinoma (TCGA),2.5201
PDCD1,TCGA-AC-A2QI-01A,Breast Invasive Carcinoma (TCGA),0.2882
PDCD1,TCGA-AC-A2QJ-01A,Breast Invasive Carcinoma (TCGA),0.846
PDCD1,TCGA-AC-A3BB-01A,Breast Invasive Carcinoma (TCGA),4.1382
PDCD1,TCGA-AC-A3EH-01A,Breast Invasive Carcinoma (TCGA),0.9339
PDCD1,TCGA-AC-A3HN-01A,Breast Invasive Carcinoma (TCGA),2.1095
PDCD1,TCGA-AC-A3QP-01A,Breast Invasive Carcinoma (TCGA),0.0086
PDCD1,TCGA-AC-A3TM-01A,Breast Invasive Carcinoma (TCGA),1.2636
PDCD1,TCGA-AC-A3TN-01A,Breast Invasive Carcinoma (TCGA),0.5063
PDCD1,TCGA-AC-A3W7-01A,Breast Invasive Carcinoma (TCGA),0.981
PDCD1,TCGA-AC-A3YI-01A,Breast Invasive Carcinoma (TCGA),1.0152
PDCD1,TCGA-AC-A3YJ-01A,Breast Invasive Carcinoma (TCGA),0.3917
PDCD1,TCGA-AC-A4ZE-01A,Breast Invasive Carcinoma (TCGA),0.8224
PDCD1,TCGA-AC-A5EH-01A,Breast Invasive Carcinoma (TCGA),0.9985
PDCD1,TCGA-AC-A5XS-01A,Breast Invasive Carcinoma (TCGA),0.1683
PDCD1,TCGA-AC-A5XU-01A,Breast Invasive Carcinoma (TCGA),0.7546
PDCD1,TCGA-AC-A62V-01A,Breast Invasive Carcinoma (TCGA),0.101
PDCD1,TCGA-AC-A62X-01A,Breast Invasive Carcinoma (TCGA),0.1531
PDCD1,TCGA-AC-A62Y-01A,Breast Invasive Carcinoma (TCGA),0.6031
PDCD1,TCGA-AC-A6IV-01A,Breast Invasive Carcinoma (TCGA),3.0084
PDCD1,TCGA-AC-A6IW-01A,Breast Invasive Carcinoma (TCGA),5.7368
PDCD1,TCGA-AC-A6IX-01A,Breast Invasive Carcinoma (TCGA),0.0
PDCD1,TCGA-AC-A6NO-01A,Breast Invasive Carcinoma (TCGA),0.308
PDCD1,TCGA-AC-A7VB-01A,Breast Invasive Carcinoma (TCGA),0.522
PDCD1,TCGA-AC-A7VC-01A,Breast Invasive Carcinoma (TCGA),0.2143
PDCD1,TCGA-AC-A8OP-01A,Breast Invasive Carcinoma (TCGA),0.0
PDCD1,TCGA-AC-A8OQ-01A,Breast Invasive Carcinoma (TCGA),3.2927
PDCD1,TCGA-AC-A8OR-01A,Breast Invasive Carcinoma (TCGA),0.134
PDCD1,TCGA-AC-A8OS-01A,Breast Invasive Carcinoma (TCGA),1.3725
PDCD1,TCGA-AN-A03X-01A,Breast Invasive Carcinoma (TCGA),1.733
PDCD1,TCGA-AN-A03Y-01A,Breast Invasive Carcinoma (TCGA),0.7752
PDCD1,TCGA-AN-A041-01A,Breast Invasive Carcinoma (TCGA),0.1399
PDCD1,TCGA-AN-A046-01A,Breast Invasive Carcinoma (TCGA),1.6142
PDCD1,TCGA-AN-A049-01A,Breast Invasive Carcinoma (TCGA),0.657
PDCD1,TCGA-AN-A04A-01A,Breast Invasive Carcinoma (TCGA),0.2629
PDCD1,TCGA-AN-A04C-01A,Breast Invasive Carcinoma (TCGA),0.5853
PDCD1,TCGA-AN-A04D-01A,Breast Invasive Carcinoma (TCGA),0.1491
PDCD1,TCGA-AN-A0AJ-01A,Breast Invasive Carcinoma (TCGA),2.9681
PDCD1,TCGA-AN-A0AK-01A,Breast Invasive Carcinoma (TCGA),1.5016
PDCD1,TCGA-AN-A0AL-01A,Breast Invasive Carcinoma (TCGA),1.8045
PDCD1,TCGA-AN-A0AM-01A,Breast Invasive Carcinoma (TCGA),2.6116
PDCD1,TCGA-AN-A0AR-01A,Breast Invasive Carcinoma (TCGA),0.2356
PDCD1,TCGA-AN-A0AS-01A,Breast Invasive Carcinoma (TCGA),0.3982
PDCD1,TCGA-AN-A0AT-01A,Breast Invasive Carcinoma (TCGA),0.9422
PDCD1,TCGA-AN-A0FD-01A,Breast Invasive Carcinoma (TCGA),1.5806
PDCD1,TCGA-AN-A0FF-01A,Breast Invasive Carcinoma (TCGA),1.3102
PDCD1,TCGA-AN-A0FJ-01A,Breast Invasive Carcinoma (TCGA),0.5872
PDCD1,TCGA-AN-A0FK-01A,Breast Invasive Carcinoma (TCGA),0.2128
PDCD1,TCGA-AN-A0FL-01A,Breast Invasive Carcinoma (TCGA),0.0571
PDCD1,TCGA-AN-A0FN-01A,Breast Invasive Carcinoma (TCGA),3.3186
PDCD1,TCGA-AN-A0FS-01A,Breast Invasive Carcinoma (TCGA),0.0339
PDCD1,TCGA-AN-A0FT-01A,Breast Invasive Carcinoma (TCGA),0.3303
PDCD1,TCGA-AN-A0FV-01A,Breast Invasive Carcinoma (TCGA),0.1782
PDCD1,TCGA-AN-A0FW-01A,Breast Invasive Carcinoma (TCGA),0.4586
PDCD1,TCGA-AN-A0FX-01A,Breast Invasive Carcinoma (TCGA),0.7669
PDCD1,TCGA-AN-A0FY-01A,Breast Invasive Carcinoma (TCGA),0.2798
PDCD1,TCGA-AN-A0FZ-01A,Breast Invasive Carcinoma (TCGA),0.1236
PDCD1,TCGA-AN-A0G0-01A,Breast Invasive Carcinoma (TCGA),1.4283
PDCD1,TCGA-AN-A0XL-01A,Breast Invasive Carcinoma (TCGA),0.4675
PDCD1,TCGA-AN-A0XN-01A,Breast Invasive Carcinoma (TCGA),0.4643
PDCD1,TCGA-AN-A0XO-01A,Breast Invasive Carcinoma (TCGA),0.0257
PDCD1,TCGA-AN-A0XP-01A,Breast Invasive Carcinoma (TCGA),0.1791
PDCD1,TCGA-AN-A0XR-01A,Breast Invasive Carcinoma (TCGA),0.3791
PDCD1,TCGA-AN-A0XS-01A,Breast Invasive Carcinoma (TCGA),2.8148
PDCD1,TCGA-AN-A0XT-01A,Breast Invasive Carcinoma (TCGA),0.4117
PDCD1,TCGA-AN-A0XU-01A,Breast Invasive Carcinoma (TCGA),3.4642
PDCD1,TCGA-AN-A0XV-01A,Breast Invasive Carcinoma (TCGA),1.6195
PDCD1,TCGA-AN-A0XW-01A,Breast Invasive Carcinoma (TCGA),3.1116
PDCD1,TCGA-AO-A03L-01A,Breast Invasive Carcinoma (TCGA),1.1489
PDCD1,TCGA-AO-A03O-01A,Breast Invasive Carcinoma (TCGA),2.5074
PDCD1,TCGA-AO-A03P-01A,Breast Invasive Carcinoma (TCGA),0.1967
PDCD1,TCGA-AO-A03R-01A,Breast Invasive Carcinoma (TCGA),1.1517
PDCD1,TCGA-AO-A03T-01A,Breast Invasive Carcinoma (TCGA),0.3089
PDCD1,TCGA-AO-A03V-01A,Breast Invasive Carcinoma (TCGA),0.5733
PDCD1,TCGA-AO-A0J2-01A,Breast Invasive Carcinoma (TCGA),1.7237
PDCD1,TCGA-AO-A0J3-01A,Breast Invasive Carcinoma (TCGA),0.2171
PDCD1,TCGA-AO-A0J4-01A,Breast Invasive Carcinoma (TCGA),2.1344
PDCD1,TCGA-AO-A0J5-01A,Breast Invasive Carcinoma (TCGA),0.3333
PDCD1,TCGA-AO-A0J6-01A,Breast Invasive Carcinoma (TCGA),2.7591
PDCD1,TCGA-AO-A0J7-01A,Breast Invasive Carcinoma (TCGA),0.2307
PDCD1,TCGA-AO-A0J8-01A,Breast Invasive Carcinoma (TCGA),0.0739
PDCD1,TCGA-AO-A0J9-01A,Breast Invasive Carcinoma (TCGA),0.6453
PDCD1,TCGA-AO-A0JA-01A,Breast Invasive Carcinoma (TCGA),1.5816
PDCD1,TCGA-AO-A0JB-01A,Breast Invasive Carcinoma (TCGA),0.3499
PDCD1,TCGA-AO-A0JC-01A,Breast Invasive Carcinoma (TCGA),25.371
PDCD1,TCGA-AO-A0JD-01A,Breast Invasive Carcinoma (TCGA),0.8522
PDCD1,TCGA-AO-A0JE-01A,Breast Invasive Carcinoma (TCGA),0.9526
PDCD1,TCGA-AO-A0JF-01A,Breast Invasive Carcinoma (TCGA),0.9736
PDCD1,TCGA-AO-A0JG-01A,Breast Invasive Carcinoma (TCGA),1.8026
PDCD1,TCGA-AO-A0JI-01A,Breast Invasive Carcinoma (TCGA),0.4979
PDCD1,TCGA-AO-A0JJ-01A,Breast Invasive Carcinoma (TCGA),2.2869
PDCD1,TCGA-AO-A0JL-01A,Breast Invasive Carcinoma (TCGA),0.5105
PDCD1,TCGA-AO-A0JM-01A,Breast Invasive Carcinoma (TCGA),0.5737
PDCD1,TCGA-AO-A124-01A,Breast Invasive Carcinoma (TCGA),1.3368
PDCD1,TCGA-AO-A125-01A,Breast Invasive Carcinoma (TCGA),0.3488
PDCD1,TCGA-AO-A126-01A,Breast Invasive Carcinoma (TCGA),0.8692
PDCD1,TCGA-AO-A128-01A,Breast Invasive Carcinoma (TCGA),23.8856
PDCD1,TCGA-AO-A129-01A,Breast Invasive Carcinoma (TCGA),3.6256
PDCD1,TCGA-AO-A12A-01A,Breast Invasive Carcinoma (TCGA),1.128
PDCD1,TCGA-AO-A12B-01A,Breast Invasive Carcinoma (TCGA),0.3384
PDCD1,TCGA-AO-A12C-01A,Breast Invasive Carcinoma (TCGA),0.1792
PDCD1,TCGA-AO-A12D-01A,Breast Invasive Carcinoma (TCGA),3.2262
PDCD1,TCGA-AO-A12E-01A,Breast Invasive Carcinoma (TCGA),0.5608
PDCD1,TCGA-AO-A12F-01A,Breast Invasive Carcinoma (TCGA),0.1482
PDCD1,TCGA-AO-A12G-01A,Breast Invasive Carcinoma (TCGA),0.2766
PDCD1,TCGA-AO-A12H-01A,Breast Invasive Carcinoma (TCGA),0.0718
PDCD1,TCGA-AO-A1KO-01A,Breast Invasive Carcinoma (TCGA),0.2803
PDCD1,TCGA-AO-A1KP-01A,Breast Invasive Carcinoma (TCGA),0.2903
PDCD1,TCGA-AO-A1KQ-01A,Breast Invasive Carcinoma (TCGA),1.2173
PDCD1,TCGA-AO-A1KR-01A,Breast Invasive Carcinoma (TCGA),2.4956
PDCD1,TCGA-AO-A1KS-01A,Breast Invasive Carcinoma (TCGA),0.1945
PDCD1,TCGA-AO-A1KT-01A,Breast Invasive Carcinoma (TCGA),0.2238
PDCD1,TCGA-AQ-A04J-01A,Breast Invasive Carcinoma (TCGA),0.8947
PDCD1,TCGA-AQ-A0Y5-01A,Breast Invasive Carcinoma (TCGA),0.1141
PDCD1,TCGA-AQ-A1H2-01A,Breast Invasive Carcinoma (TCGA),0.512
PDCD1,TCGA-AQ-A1H3-01A,Breast Invasive Carcinoma (TCGA),1.3879
PDCD1,TCGA-AQ-A54N-01A,Breast Invasive Carcinoma (TCGA),0.9776
PDCD1,TCGA-AQ-A54O-01A,Breast Invasive Carcinoma (TCGA),1.0534
PDCD1,TCGA-AQ-A7U7-01A,Breast Invasive Carcinoma (TCGA),10.9344
PDCD1,TCGA-AR-A0TP-01A,Breast Invasive Carcinoma (TCGA),0.0
PDCD1,TCGA-AR-A0TQ-01A,Breast Invasive Carcinoma (TCGA),2.3128
PDCD1,TCGA-AR-A0TR-01A,Breast Invasive Carcinoma (TCGA),0.5246
PDCD1,TCGA-AR-A0TS-01A,Breast Invasive Carcinoma (TCGA),1.3464
PDCD1,TCGA-AR-A0TT-01A,Breast Invasive Carcinoma (TCGA),6.2818
PDCD1,TCGA-AR-A0TV-01A,Breast Invasive Carcinoma (TCGA),1.6343
PDCD1,TCGA-AR-A0TW-01A,Breast Invasive Carcinoma (TCGA),1.3374
PDCD1,TCGA-AR-A0TX-01A,Breast Invasive Carcinoma (TCGA),4.4096
PDCD1,TCGA-AR-A0TY-01A,Breast Invasive Carcinoma (TCGA),0.2385
PDCD1,TCGA-AR-A0TZ-01A,Breast Invasive Carcinoma (TCGA),0.0
PDCD1,TCGA-AR-A0U0-01A,Breast Invasive Carcinoma (TCGA),4.5919
PDCD1,TCGA-AR-A0U2-01A,Breast Invasive Carcinoma (TCGA),2.2468
PDCD1,TCGA-AR-A0U3-01A,Breast Invasive Carcinoma (TCGA),0.798
PDCD1,TCGA-AR-A0U4-01A,Breast Invasive Carcinoma (TCGA),0.6765
PDCD1,TCGA-AR-A1AH-01A,Breast Invasive Carcinoma (TCGA),0.0
PDCD1,TCGA-AR-A1AI-01A,Breast Invasive Carcinoma (TCGA),4.1163
PDCD1,TCGA-AR-A1AJ-01A,Breast Invasive Carcinoma (TCGA),7.2828
PDCD1,TCGA-AR-A1AK-01A,Breast Invasive Carcinoma (TCGA),3.5538
PDCD1,TCGA-AR-A1AL-01A,Breast Invasive Carcinoma (TCGA),0.7481
PDCD1,TCGA-AR-A1AM-01A,Breast Invasive Carcinoma (TCGA),1.3614
PDCD1,TCGA-AR-A1AN-01A,Breast Invasive Carcinoma (TCGA),0.3632
PDCD1,TCGA-AR-A1AO-01A,Breast Invasive Carcinoma (TCGA),3.4236
PDCD1,TCGA-AR-A1AP-01A,Breast Invasive Carcinoma (TCGA),0.6709
PDCD1,TCGA-AR-A1AQ-01A,Breast Invasive Carcinoma (TCGA),3.578
PDCD1,TCGA-AR-A1AR-01A,Breast Invasive Carcinoma (TCGA),0.9693
PDCD1,TCGA-AR-A1AS-01A,Breast Invasive Carcinoma (TCGA),0.0
PDCD1,TCGA-AR-A1AT-01A,Breast Invasive Carcinoma (TCGA),3.4958
PDCD1,TCGA-AR-A1AU-01A,Breast Invasive Carcinoma (TCGA),0.5612
PDCD1,TCGA-AR-A1AV-01A,Breast Invasive Carcinoma (TCGA),0.1214
PDCD1,TCGA-AR-A1AW-01A,Breast Invasive Carcinoma (TCGA),8.3516
PDCD1,TCGA-AR-A1AX-01A,Breast Invasive Carcinoma (TCGA),8.3377
PDCD1,TCGA-AR-A1AY-01A,Breast Invasive Carcinoma (TCGA),0.2266
PDCD1,TCGA-AR-A24H-01A,Breast Invasive Carcinoma (TCGA),1.3555
PDCD1,TCGA-AR-A24K-01A,Breast Invasive Carcinoma (TCGA),0.0507
PDCD1,TCGA-AR-A24L-01A,Breast Invasive Carcinoma (TCGA),0.1909
PDCD1,TCGA-AR-A24M-01A,Breast Invasive Carcinoma (TCGA),0.1265
PDCD1,TCGA-AR-A24N-01A,Breast Invasive Carcinoma (TCGA),0.3171
PDCD1,TCGA-AR-A24O-01A,Breast Invasive Carcinoma (TCGA),0.7815
PDCD1,TCGA-AR-A24P-01A,Breast Invasive Carcinoma (TCGA),0.2965
PDCD1,TCGA-AR-A24Q-01A,Breast Invasive Carcinoma (TCGA),0.0714
PDCD1,TCGA-AR-A24R-01A,Breast Invasive Carcinoma (TCGA),0.7207
PDCD1,TCGA-AR-A24S-01A,Breast Invasive Carcinoma (TCGA),0.836
PDCD1,TCGA-AR-A24T-01A,Breast Invasive Carcinoma (TCGA),0.2783
PDCD1,TCGA-AR-A24U-01A,Breast Invasive Carcinoma (TCGA),0.1599
PDCD1,TCGA-AR-A24V-01A,Breast Invasive Carcinoma (TCGA),0.8286
PDCD1,TCGA-AR-A24W-01A,Breast Invasive Carcinoma (TCGA),0.153
PDCD1,TCGA-AR-A24X-01A,Breast Invasive Carcinoma (TCGA),0.7443
PDCD1,TCGA-AR-A24Z-01A,Breast Invasive Carcinoma (TCGA),0.4273
PDCD1,TCGA-AR-A250-01A,Breast Invasive Carcinoma (TCGA),0.812
PDCD1,TCGA-AR-A251-01A,Breast Invasive Carcinoma (TCGA),0.4293
PDCD1,TCGA-AR-A252-01A,Breast Invasive Carcinoma (TCGA),2.2065
PDCD1,TCGA-AR-A254-01A,Breast Invasive Carcinoma (TCGA),1.1647
PDCD1,TCGA-AR-A255-01A,Breast Invasive Carcinoma (TCGA),0.0
PDCD1,TCGA-AR-A256-01A,Breast Invasive Carcinoma (TCGA),0.281
PDCD1,TCGA-AR-A2LE-01A,Breast Invasive Carcinoma (TCGA),0.197
PDCD1,TCGA-AR-A2LH-01A,Breast Invasive Carcinoma (TCGA),2.5121
PDCD1,TCGA-AR-A2LJ-01A,Breast Invasive Carcinoma (TCGA),1.7561
PDCD1,TCGA-AR-A2LK-01A,Breast Invasive Carcinoma (TCGA),0.6336
PDCD1,TCGA-AR-A2LL-01A,Breast Invasive Carcinoma (TCGA),0.3581
PDCD1,TCGA-AR-A2LM-01A,Breast Invasive Carcinoma (TCGA),0.1662
PDCD1,TCGA-AR-A2LN-01A,Breast Invasive Carcinoma (TCGA),1.2876
PDCD1,TCGA-AR-A2LO-01A,Breast Invasive Carcinoma (TCGA),3.5317
PDCD1,TCGA-AR-A2LQ-01A,Breast Invasive Carcinoma (TCGA),0.582
PDCD1,TCGA-AR-A2LR-01A,Breast Invasive Carcinoma (TCGA),0.4675
PDCD1,TCGA-AR-A5QM-01A,Breast Invasive Carcinoma (TCGA),1.0464
PDCD1,TCGA-AR-A5QN-01A,Breast Invasive Carcinoma (TCGA),1.7025
PDCD1,TCGA-AR-A5QP-01A,Breast Invasive Carcinoma (TCGA),0.7711
PDCD1,TCGA-AR-A5QQ-01A,Breast Invasive Carcinoma (TCGA),4.807
PDCD1,TCGA-B6-A0I1-01A,Breast Invasive Carcinoma (TCGA),0.0523
PDCD1,TCGA-B6-A0I2-01A,Breast Invasive Carcinoma (TCGA),5.4449
PDCD1,TCGA-B6-A0I5-01A,Breast Invasive Carcinoma (TCGA),0.4476
PDCD1,TCGA-B6-A0I8-01A,Breast Invasive Carcinoma (TCGA),0.4093
PDCD1,TCGA-B6-A0I9-01A,Breast Invasive Carcinoma (TCGA),0.774
PDCD1,TCGA-B6-A0IA-01A,Breast Invasive Carcinoma (TCGA),0.077
PDCD1,TCGA-B6-A0IB-01A,Breast Invasive Carcinoma (TCGA),0.0708
PDCD1,TCGA-B6-A0IE-01A,Breast Invasive Carcinoma (TCGA),0.1708
PDCD1,TCGA-B6-A0IG-01A,Breast Invasive Carcinoma (TCGA),0.3035
