gene,sample,cancer_type,expression
ICOS,U0400,Colon Adenocarcinoma (validation),0.7482
ICOS,U0401,Colon Adenocarcinoma (validation),0.6164
ICOS,U0403,Colon Adenocarcinoma (validation),4.0067
ICOS,U0404,Colon Adenocarcinoma (validation),4.1394
ICOS,U0408,Colon Adenocarcinoma (validation),1.2602
ICOS,U0411,Colon Adenocarcinoma (validation),3.451
ICOS,U0413,Colon Adenocarcinoma (validation),2.3678
ICOS,U0414,Colon Adenocarcinoma (validation),1.2698
ICOS,U0416,Colon Adenocarcinoma (validation),5.1414
ICOS,U0420,Colon Adenocarcinoma (validation),0.7595
ICOS,U0421,Colon Adenocarcinoma (validation),3.3439
ICOS,U0424,Colon Adenocarcinoma (validation),12.1993
ICOS,U0426,Colon Adenocarcinoma (validation),2.7434
ICOS,U0427,Colon Adenocarcinoma (validation),2.6612
ICOS,U0428,Colon Adenocarcinoma (validation),8.4242
ICOS,U0429,Colon Adenocarcinoma (validation),2.5573
ICOS,U0433,Colon Adenocarcinoma (validation),0.9716
ICOS,U0435,Colon Adenocarcinoma (validation),2.9065
ICOS,U0436,Colon Adenocarcinoma (validation),1.3827
ICOS,U0438,Colon Adenocarcinoma (validation),2.714
ICOS,U0439,Colon Adenocarcinoma (validation),3.5594
ICOS,U0440,Colon Adenocarcinoma (validation),2.914
ICOS,U0441,Colon Adenocarcinoma (validation),2.8544
ICOS,U0442,Colon Adenocarcinoma (validation),7.8456
ICOS,U0443,Colon Adenocarcinoma (validation),2.9879
ICOS,U0444,Colon Adenocarcinoma (validation),6.7508
ICOS,U0445,Colon Adenocarcinoma (validation),8.6536
ICOS,U0446,Colon Adenocarcinoma (validation),4.151
ICOS,U0447,Colon Adenocarcinoma (validation),1.331
ICOS,U0448,Colon Adenocarcinoma (validation),1.4421
ICOS,U0449,Colon Adenocarcinoma (validation),3.2213
ICOS,U0450,Colon Adenocarcinoma (validation),6.8459
ICOS,U0451,Colon Adenocarcinoma (validation),1.661
ICOS,U0453,Colon Adenocarcinoma (validation),3.6053
ICOS,U0455,Colon Adenocarcinoma (validation),2.0993
ICOS,U0456,Colon Adenocarcinoma (validation),5.1564
ICOS,U0459,Colon Adenocarcinoma (validation),3.1713
ICOS,U0460,Colon Adenocarcinoma (validation),6.1256
ICOS,U0462,Colon Adenocarcinoma (validation),1.3704
ICOS,U0463,Colon Adenocarcinoma (validation),5.8671
ICOS,U0464,Colon Adenocarcinoma (validation),1.1123
ICOS,U0465,Colon Adenocarcinoma (validation),2.3963
ICOS,U0467,Colon Adenocarcinoma (validation),3.0686
ICOS,U0469,Colon Adenocarcinoma (validation),2.3342
ICOS,U0471,Colon Adenocarcinoma (validation),4.8178
ICOS,U0472,Colon Adenocarcinoma (validation),5.7608
ICOS,U0473,Colon Adenocarcinoma (validation),1.6822
ICOS,U0474,Colon Adenocarcinoma (validation),2.0482
ICOS,U0589,Colon Adenocarcinoma (validation),6.5735
ICOS,U0590,Colon Adenocarcinoma (validation),5.0477
ICOS,U0882,Colon Adenocarcinoma (validation),3.2602
ICOS,U0898,Colon Adenocarcinoma (validation),2.8986
ICOS,U0908,Colon Adenocarcinoma (validation),1.8456
ICOS,U0915,Colon Adenocarcinoma (validation),5.4878
ICOS,U0916,Colon Adenocarcinoma (validation),4.4173
ICOS,U0929,Colon Adenocarcinoma (validation),2.7731
ICOS,U0933,Colon Adenocarcinoma (validation),1.4187
ICOS,U0934,Colon Adenocarcinoma (validation),1.787
ICOS,U0937,Colon Adenocarcinoma (validation),3.0494
ICOS,U0938,Colon Adenocarcinoma (validation),3.165
ICOS,U0939,Colon Adenocarcinoma (validation),7.9116
ICOS,U0942,Colon Adenocarcinoma (validation),2.1687
ICOS,U0949,Colon Adenocarcinoma (validation),4.2063
ICOS,U0950,Colon Adenocarcinoma (validation),3.2873
ICOS,U0955,Colon Adenocarcinoma (validation),3.2139
ICOS,U0960,Colon Adenocarcinoma (validation),2.3826
ICOS,U0966,Colon Adenocarcinoma (validation),1.7976
ICOS,U0967,Colon Adenocarcinoma (validation),1.2298
ICOS,U0970,Colon Adenocarcinoma (validation),3.2471
ICOS,U0972,Colon Adenocarcinoma (validation),1.5569
ICOS,U0976,Colon Adenocarcinoma (validation),0.996
ICOS,U0977,Colon Adenocarcinoma (validation),3.1444
ICOS,U0984,Colon Adenocarcinoma (validation),6.2624
ICOS,U0987,Colon Adenocarcinoma (validation),3.1246
ICOS,U0991,Colon Adenocarcinoma (validation),1.3923
ICOS,U0993,Colon Adenocarcinoma (validation),2.0516
ICOS,U0999,Colon Adenocarcinoma (validation),0.8274
ICOS,U1007,Colon Adenocarcinoma (validation),1.7982
ICOS,U1013,Colon Adenocarcinoma (validation),2.0248
ICOS,U1017,Colon Adenocarcinoma (validation),3.0893
ICOS,U1018,Colon Adenocarcinoma (validation),2.0615
ICOS,U1022,Colon Adenocarcinoma (validation),2.3501
ICOS,U1031,Colon Adenocarcinoma (validation),2.0324
ICOS,U1032,Colon Adenocarcinoma (validation),4.5586
ICOS,U1034,Colon Adenocarcinoma (validation),2.194
ICOS,U1037,Colon Adenocarcinoma (validation),8.5556
ICOS,U1040,Colon Adenocarcinoma (validation),1.3655
ICOS,U1041,Colon Adenocarcinoma (validation),5.34
ICOS,U1044,Colon Adenocarcinoma (validation),2.5985
ICOS,U1045,Colon Adenocarcinoma (validation),2.2283
ICOS,U1046,Colon Adenocarcinoma (validation),1.6505
ICOS,U1047,Colon Adenocarcinoma (validation),2.8204
ICOS,U1049,Colon Adenocarcinoma (validation),2.345
ICOS,U1059,Colon Adenocarcinoma (validation),4.6439
ICOS,U1060,Colon Adenocarcinoma (validation),2.1238
ICOS,U1062,Colon Adenocarcinoma (validation),3.6113
ICOS,U1065,Colon Adenocarcinoma (validation),2.4968
ICOS,U1067,Colon Adenocarcinoma (validation),2.1862
ICOS,U1069,Colon Adenocarcinoma (validation),9.1529
ICOS,U1071,Colon Adenocarcinoma (validation),4.3204
ICOS,U1072,Colon Adenocarcinoma (validation),3.2674
ICOS,U1073,Colon Adenocarcinoma (validation),1.5753
ICOS,U1074,Colon Adenocarcinoma (validation),2.1429
ICOS,U1075,Colon Adenocarcinoma (validation),5.8911
ICOS,U1078,Colon Adenocarcinoma (validation),3.6236
ICOS,U1086,Colon Adenocarcinoma (validation),4.4879
ICOS,U1094,Colon Adenocarcinoma (validation),6.4055
ICOS,U1095,Colon Adenocarcinoma (validation),2.6483
ICOS,U1099,Colon Adenocarcinoma (validation),2.5235
ICOS,U1102,Colon Adenocarcinoma (validation),4.241
ICOS,U1103,Colon Adenocarcinoma (validation),3.5221
ICOS,U1104,Colon Adenocarcinoma (validation),1.6339
ICOS,U1107,Colon Adenocarcinoma (validation),3.2039
ICOS,U1111,Colon Adenocarcinoma (validation),3.6142
ICOS,U1114,Colon Adenocarcinoma (validation),0.4084
ICOS,U1120,Colon Adenocarcinoma (validation),3.0078
ICOS,U1122,Colon Adenocarcinoma (validation),3.2562
ICOS,U1127,Colon Adenocarcinoma (validation),4.0035
ICOS,U1129,Colon Adenocarcinoma (validation),2.11
ICOS,U1130,Colon Adenocarcinoma (validation),0.9013
ICOS,U1141,Colon Adenocarcinoma (validation),7.2606
ICOS,U1145,Colon Adenocarcinoma (validation),3.8715
ICOS,U1147,Colon Adenocarcinoma (validation),4.3591
ICOS,U1150,Colon Adenocarcinoma (validation),7.0773
ICOS,U1155,Colon Adenocarcinoma (validation),0.6425
ICOS,U1158,Colon Adenocarcinoma (validation),2.1835
ICOS,U1160,Colon Adenocarcinoma (validation),4.0351
ICOS,U1162,Colon Adenocarcinoma (validation),7.951
ICOS,U1183,Colon Adenocarcinoma (validation),7.0907
ICOS,U1184,Colon Adenocarcinoma (validation),4.1675
ICOS,U1188,Colon Adenocarcinoma (validation),6.5721
ICOS,U1201,Colon Adenocarcinoma (validation),1.196
ICOS,U1204,Colon Adenocarcinoma (validation),3.4274
ICOS,U1208,Colon Adenocarcinoma (validation),2.2558
ICOS,U1212,Colon Adenocarcinoma (validation),4.2188
ICOS,U1213,Colon Adenocarcinoma (validation),11.0163
ICOS,U1220,Colon Adenocarcinoma (validation),3.68
ICOS,U1228,Colon Adenocarcinoma (validation),2.7639
ICOS,U1235,Colon Adenocarcinoma (validation),2.0615
ICOS,U1239,Colon Adenocarcinoma (validation),2.798
ICOS,U1240,Colon Adenocarcinoma (validation),1.2435
ICOS,U1241,Colon Adenocarcinoma (validation),1.8001
ICOS,U1246,Colon Adenocarcinoma (validation),1.4387
ICOS,U1250,Colon Adenocarcinoma (validation),2.059
ICOS,U1251,Colon Adenocarcinoma (validation),1.6281
ICOS,U1252,Colon Adenocarcinoma (validation),10.26
ICOS,U1253,Colon Adenocarcinoma (validation),1.6703
ICOS,U1257,Colon Adenocarcinoma (validation),4.8025
ICOS,U1258,Colon Adenocarcinoma (validation),3.9973
ICOS,U1264,Colon Adenocarcinoma (validation),1.1738
ICOS,U1267,Colon Adenocarcinoma (validation),2.7987
ICOS,U1274,Colon Adenocarcinoma (validation),2.7028
ICOS,U1276,Colon Adenocarcinoma (validation),3.4077
ICOS,U1291,Colon Adenocarcinoma (validation),1.5381
ICOS,U1292,Colon Adenocarcinoma (validation),5.1771
ICOS,U1301,Colon Adenocarcinoma (validation),4.928
ICOS,U1303,Colon Adenocarcinoma (validation),2.0606
ICOS,U1304,Colon Adenocarcinoma (validation),2.8461
ICOS,U1317,Colon Adenocarcinoma (validation),5.2426
ICOS,U1321,Colon Adenocarcinoma (validation),3.0993
ICOS,U1327,Colon Adenocarcinoma (validation),1.7448
ICOS,U1332,Colon Adenocarcinoma (validation),2.0984
ICOS,U1338,Colon Adenocarcinoma (validation),1.4342
ICOS,U1343,Colon Adenocarcinoma (validation),2.8254
ICOS,U1344,Colon Adenocarcinoma (validation),2.4456
ICOS,U1346,Colon Adenocarcinoma (validation),5.0532
ICOS,U1347,Colon Adenocarcinoma (validation),2.3013
ICOS,U1349,Colon Adenocarcinoma (validation),2.6988
ICOS,U1352,Colon Adenocarcinoma (validation),4.0163
ICOS,U1366,Colon Adenocarcinoma (validation),1.9357
ICOS,U1369,Colon Adenocarcinoma (validation),3.144
ICOS,U1374,Colon Adenocarcinoma (validation),3.2324
ICOS,U1384,Colon Adenocarcinoma (validation),0.4881
ICOS,U1386,Colon Adenocarcinoma (validation),4.8367
ICOS,U1392,Colon Adenocarcinoma (validation),3.9083
ICOS,U1396,Colon Adenocarcinoma (validation),7.4798
ICOS,U1401,Colon Adenocarcinoma (validation),1.3875
ICOS,U1421,Colon Adenocarcinoma (validation),3.2161
ICOS,U1429,Colon Adenocarcinoma (validation),1.7948
ICOS,U1432,Colon Adenocarcinoma (validation),1.6228
ICOS,U1436,Colon Adenocarcinoma (validation),3.4527
ICOS,U1446,Colon Adenocarcinoma (validation),7.1936
ICOS,U1447,Colon Adenocarcinoma (validation),1.7457
ICOS,U1448,Colon Adenocarcinoma (validation),0.9194
ICOS,U1454,Colon Adenocarcinoma (validation),4.6815
ICOS,U1472,Colon Adenocarcinoma (validation),1.1618
ICOS,U1473,Colon Adenocarcinoma (validation),5.003
ICOS,U1474,Colon Adenocarcinoma (validation),2.2189
ICOS,U1483,Colon Adenocarcinoma (validation),3.764
ICOS,U1486,Colon Adenocarcinoma (validation),4.1493
ICOS,U2747,Colon Adenocarcinoma (validation),2.1539
ICOS,U2753,Colon Adenocarcinoma (validation),6.1749
ICOS,U2754,Colon Adenocarcinoma (validation),8.4646
ICOS,U2774,Colon Adenocarcinoma (validation),3.0015
ICOS,U2780,Colon Adenocarcinoma (validation),2.926
ICOS,U2782,Colon Adenocarcinoma (validation),3.3077
ICOS,U2792,Colon Adenocarcinoma (validation),3.4672
ICOS,U2798,Colon Adenocarcinoma (validation),1.9032
ICOS,U2803,Colon Adenocarcinoma (validation),4.5718
ICOS,U2815,Colon Adenocarcinoma (validation),1.2499
ICOS,U2819,Colon Adenocarcinoma (validation),3.7461
ICOS,U2837,Colon Adenocarcinoma (validation),4.481
ICOS,U2842,Colon Adenocarcinoma (validation),5.6596
ICOS,U2843,Colon Adenocarcinoma (validation),2.5154
ICOS,U2848,Colon Adenocarcinoma (validation),3.7307
ICOS,U2856,Colon Adenocarcinoma (validation),1.9441
ICOS,U2861,Colon Adenocarcinoma (validation),2.4622
ICOS,U2882,Colon Adenocarcinoma (validation),6.3668
ICOS,U2889,Colon Adenocarcinoma (validation),2.0642
ICOS,U2891,Colon Adenocarcinoma (validation),6.0074
ICOS,U2896,Colon Adenocarcinoma (validation),10.5752
ICOS,U2902,Colon Adenocarcinoma (validation),2.6535
ICOS,U2927,Colon Adenocarcinoma (validation),3.2004
ICOS,U2928,Colon Adenocarcinoma (validation),1.067
ICOS,U2935,Colon Adenocarcinoma (validation),3.6434
ICOS,U2942,Colon Adenocarcinoma (validation),3.685
ICOS,U2947,Colon Adenocarcinoma (validation),2.4528
ICOS,U2948,Colon Adenocarcinoma (validation),1.2696
ICOS,U2953,Colon Adenocarcinoma (validation),1.6845
ICOS,U2956,Colon Adenocarcinoma (validation),2.773
ICOS,U2958,Colon Adenocarcinoma (validation),0.5178
ICOS,U2959,Colon Adenocarcinoma (validation),2.3652
ICOS,U2964,Colon Adenocarcinoma (validation),1.2315
ICOS,U2971,Colon Adenocarcinoma (validation),1.4498
ICOS,U2975,Colon Adenocarcinoma (validation),3.1367
ICOS,U2979,Colon Adenocarcinoma (validation),1.9788
ICOS,U2981,Colon Adenocarcinoma (validation),1.487
ICOS,U2995,Colon Adenocarcinoma (validation),1.7038
ICOS,U2999,Colon Adenocarcinoma (validation),1.2662
ICOS,U3000,Colon Adenocarcinoma (validation),6.3367
ICOS,U3005,Colon Adenocarcinoma (validation),0.9631
ICOS,U3008,Colon Adenocarcinoma (validation),4.8939
ICOS,U3012,Colon Adenocarcinoma (validation),2.9855
ICOS,U3018,Colon Adenocarcinoma (validation),5.761
ICOS,U3022,Colon Adenocarcinoma (validation),1.2503
ICOS,U3024,Colon Adenocarcinoma (validation),2.0396
ICOS,U3025,Colon Adenocarcinoma (validation),4.8763
ICOS,U3029,Colon Adenocarcinoma (validation),6.6158
ICOS,U3030,Colon Adenocarcinoma (validation),1.784
ICOS,U3032,Colon Adenocarcinoma (validation),4.3272
ICOS,U3034,Colon Adenocarcinoma (validation),1.8467
ICOS,U3037,Colon Adenocarcinoma (validation),3.2656
ICOS,U3038,Colon Adenocarcinoma (validation),7.3068
ICOS,U3039,Colon Adenocarcinoma (validation),3.7441
ICOS,U3042,Colon Adenocarcinoma (validation),5.3503
ICOS,U3043,Colon Adenocarcinoma (validation),0.6498
ICOS,U3048,Colon Adenocarcinoma (validation),2.456
ICOS,U3050,Colon Adenocarcinoma (validation),3.8639
ICOS,U3051,Colon Adenocarcinoma (validation),3.7936
ICOS,U3100,Colon Adenocarcinoma (validation),4.4145
ICOS,U3122,Colon Adenocarcinoma (validation),2.6025
ICOS,TCGA-02-0047-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-02-0055-01A,Glioblastoma Multiforme (TCGA),0.1169
ICOS,TCGA-02-2483-01A,Glioblastoma Multiforme (TCGA),0.0504
ICOS,TCGA-02-2485-01A,Glioblastoma Multiforme (TCGA),0.4813
ICOS,TCGA-02-2486-01A,Glioblastoma Multiforme (TCGA),0.6586
ICOS,TCGA-06-0125-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-06-0129-01A,Glioblastoma Multiforme (TCGA),0.3231
ICOS,TCGA-06-0130-01A,Glioblastoma Multiforme (TCGA),1.5845
ICOS,TCGA-06-0132-01A,Glioblastoma Multiforme (TCGA),0.0863
ICOS,TCGA-06-0138-01A,Glioblastoma Multiforme (TCGA),0.1096
ICOS,TCGA-06-0139-01A,Glioblastoma Multiforme (TCGA),0.6295
ICOS,TCGA-06-0141-01A,Glioblastoma Multiforme (TCGA),0.1801
ICOS,TCGA-06-0156-01A,Glioblastoma Multiforme (TCGA),0.4195
ICOS,TCGA-06-0157-01A,Glioblastoma Multiforme (TCGA),0.1331
ICOS,TCGA-06-0158-01A,Glioblastoma Multiforme (TCGA),0.1342
ICOS,TCGA-06-0168-01A,Glioblastoma Multiforme (TCGA),0.0503
ICOS,TCGA-06-0174-01A,Glioblastoma Multiforme (TCGA),0.0299
ICOS,TCGA-06-0178-01A,Glioblastoma Multiforme (TCGA),0.0719
ICOS,TCGA-06-0184-01A,Glioblastoma Multiforme (TCGA),0.0425
ICOS,TCGA-06-0187-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-06-0190-01A,Glioblastoma Multiforme (TCGA),0.2908
ICOS,TCGA-06-0210-01A,Glioblastoma Multiforme (TCGA),0.0817
ICOS,TCGA-06-0211-01A,Glioblastoma Multiforme (TCGA),0.4503
ICOS,TCGA-06-0219-01A,Glioblastoma Multiforme (TCGA),0.01
ICOS,TCGA-06-0238-01A,Glioblastoma Multiforme (TCGA),0.1644
ICOS,TCGA-06-0644-01A,Glioblastoma Multiforme (TCGA),0.5047
ICOS,TCGA-06-0645-01A,Glioblastoma Multiforme (TCGA),0.13
ICOS,TCGA-06-0646-01A,Glioblastoma Multiforme (TCGA),0.0604
ICOS,TCGA-06-0686-01A,Glioblastoma Multiforme (TCGA),0.0266
ICOS,TCGA-06-0743-01A,Glioblastoma Multiforme (TCGA),0.156
ICOS,TCGA-06-0744-01A,Glioblastoma Multiforme (TCGA),0.0224
ICOS,TCGA-06-0745-01A,Glioblastoma Multiforme (TCGA),0.0801
ICOS,TCGA-06-0747-01A,Glioblastoma Multiforme (TCGA),0.025
ICOS,TCGA-06-0749-01A,Glioblastoma Multiforme (TCGA),0.0614
ICOS,TCGA-06-0750-01A,Glioblastoma Multiforme (TCGA),0.0478
ICOS,TCGA-06-0878-01A,Glioblastoma Multiforme (TCGA),0.1593
ICOS,TCGA-06-0882-01A,Glioblastoma Multiforme (TCGA),0.0905
ICOS,TCGA-06-1804-01A,Glioblastoma Multiforme (TCGA),0.0295
ICOS,TCGA-06-2557-01A,Glioblastoma Multiforme (TCGA),0.7906
ICOS,TCGA-06-2558-01A,Glioblastoma Multiforme (TCGA),0.0588
ICOS,TCGA-06-2559-01A,Glioblastoma Multiforme (TCGA),0.0505
ICOS,TCGA-06-2561-01A,Glioblastoma Multiforme (TCGA),0.2057
ICOS,TCGA-06-2562-01A,Glioblastoma Multiforme (TCGA),0.0279
ICOS,TCGA-06-2563-01A,Glioblastoma Multiforme (TCGA),0.0586
ICOS,TCGA-06-2564-01A,Glioblastoma Multiforme (TCGA),0.0966
ICOS,TCGA-06-2565-01A,Glioblastoma Multiforme (TCGA),0.1784
ICOS,TCGA-06-2567-01A,Glioblastoma Multiforme (TCGA),0.0956
ICOS,TCGA-06-2569-01A,Glioblastoma Multiforme (TCGA),0.0128
ICOS,TCGA-06-2570-01A,Glioblastoma Multiforme (TCGA),0.0289
ICOS,TCGA-06-5408-01A,Glioblastoma Multiforme (TCGA),0.0405
ICOS,TCGA-06-5410-01A,Glioblastoma Multiforme (TCGA),0.1927
ICOS,TCGA-06-5411-01A,Glioblastoma Multiforme (TCGA),0.0768
ICOS,TCGA-06-5412-01A,Glioblastoma Multiforme (TCGA),0.1024
ICOS,TCGA-06-5413-01A,Glioblastoma Multiforme (TCGA),0.3243
ICOS,TCGA-06-5414-01A,Glioblastoma Multiforme (TCGA),0.083
ICOS,TCGA-06-5416-01A,Glioblastoma Multiforme (TCGA),0.0729
ICOS,TCGA-06-5417-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-06-5418-01A,Glioblastoma Multiforme (TCGA),0.0387
ICOS,TCGA-06-5856-01A,Glioblastoma Multiforme (TCGA),0.0404
ICOS,TCGA-06-5858-01A,Glioblastoma Multiforme (TCGA),0.0441
ICOS,TCGA-06-5859-01A,Glioblastoma Multiforme (TCGA),0.2312
ICOS,TCGA-08-0386-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-12-0616-01A,Glioblastoma Multiforme (TCGA),0.3147
ICOS,TCGA-12-0618-01A,Glioblastoma Multiforme (TCGA),0.0128
ICOS,TCGA-12-0619-01A,Glioblastoma Multiforme (TCGA),0.132
ICOS,TCGA-12-0821-01A,Glioblastoma Multiforme (TCGA),0.0401
ICOS,TCGA-12-3650-01A,Glioblastoma Multiforme (TCGA),0.0849
ICOS,TCGA-12-3652-01A,Glioblastoma Multiforme (TCGA),0.0235
ICOS,TCGA-12-3653-01A,Glioblastoma Multiforme (TCGA),0.1351
ICOS,TCGA-12-5295-01A,Glioblastoma Multiforme (TCGA),0.1469
ICOS,TCGA-12-5299-01A,Glioblastoma Multiforme (TCGA),0.0115
ICOS,TCGA-14-0787-01A,Glioblastoma Multiforme (TCGA),0.0867
ICOS,TCGA-14-0789-01A,Glioblastoma Multiforme (TCGA),0.3028
ICOS,TCGA-14-0817-01A,Glioblastoma Multiforme (TCGA),0.1426
ICOS,TCGA-14-0871-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-14-1034-01A,Glioblastoma Multiforme (TCGA),0.0931
ICOS,TCGA-14-1823-01A,Glioblastoma Multiforme (TCGA),0.3215
ICOS,TCGA-14-1825-01A,Glioblastoma Multiforme (TCGA),0.0968
ICOS,TCGA-14-1829-01A,Glioblastoma Multiforme (TCGA),0.2023
ICOS,TCGA-14-2554-01A,Glioblastoma Multiforme (TCGA),0.1045
ICOS,TCGA-15-0742-01A,Glioblastoma Multiforme (TCGA),0.0141
ICOS,TCGA-15-1444-01A,Glioblastoma Multiforme (TCGA),0.0122
ICOS,TCGA-16-0846-01A,Glioblastoma Multiforme (TCGA),0.3039
ICOS,TCGA-19-1390-01A,Glioblastoma Multiforme (TCGA),0.0283
ICOS,TCGA-19-2619-01A,Glioblastoma Multiforme (TCGA),0.0398
ICOS,TCGA-19-2620-01A,Glioblastoma Multiforme (TCGA),0.021
ICOS,TCGA-19-2624-01A,Glioblastoma Multiforme (TCGA),0.0136
ICOS,TCGA-19-2625-01A,Glioblastoma Multiforme (TCGA),0.0218
ICOS,TCGA-19-2629-01A,Glioblastoma Multiforme (TCGA),0.0717
ICOS,TCGA-19-4065-01A,Glioblastoma Multiforme (TCGA),0.1369
ICOS,TCGA-19-5960-01A,Glioblastoma Multiforme (TCGA),0.1827
ICOS,TCGA-26-1442-01A,Glioblastoma Multiforme (TCGA),0.0337
ICOS,TCGA-26-5132-01A,Glioblastoma Multiforme (TCGA),0.313
ICOS,TCGA-26-5133-01A,Glioblastoma Multiforme (TCGA),0.0138
ICOS,TCGA-26-5134-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-26-5135-01A,Glioblastoma Multiforme (TCGA),0.0178
ICOS,TCGA-26-5139-01A,Glioblastoma Multiforme (TCGA),0.06
ICOS,TCGA-27-1830-01A,Glioblastoma Multiforme (TCGA),0.1391
ICOS,TCGA-27-1831-01A,Glioblastoma Multiforme (TCGA),0.0773
ICOS,TCGA-27-1832-01A,Glioblastoma Multiforme (TCGA),0.2054
ICOS,TCGA-27-1834-01A,Glioblastoma Multiforme (TCGA),0.244
ICOS,TCGA-27-1835-01A,Glioblastoma Multiforme (TCGA),0.0682
ICOS,TCGA-27-1837-01A,Glioblastoma Multiforme (TCGA),0.0621
ICOS,TCGA-27-2519-01A,Glioblastoma Multiforme (TCGA),0.1204
ICOS,TCGA-27-2521-01A,Glioblastoma Multiforme (TCGA),0.0117
ICOS,TCGA-27-2523-01A,Glioblastoma Multiforme (TCGA),0.0127
ICOS,TCGA-27-2524-01A,Glioblastoma Multiforme (TCGA),0.0339
ICOS,TCGA-27-2526-01A,Glioblastoma Multiforme (TCGA),0.4257
ICOS,TCGA-27-2528-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-28-1753-01A,Glioblastoma Multiforme (TCGA),0.2287
ICOS,TCGA-28-2509-01A,Glioblastoma Multiforme (TCGA),0.0416
ICOS,TCGA-28-2513-01A,Glioblastoma Multiforme (TCGA),0.3012
ICOS,TCGA-28-2514-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-28-5204-01A,Glioblastoma Multiforme (TCGA),0.0611
ICOS,TCGA-28-5207-01A,Glioblastoma Multiforme (TCGA),0.1964
ICOS,TCGA-28-5208-01A,Glioblastoma Multiforme (TCGA),0.0735
ICOS,TCGA-28-5209-01A,Glioblastoma Multiforme (TCGA),0.0141
ICOS,TCGA-28-5215-01A,Glioblastoma Multiforme (TCGA),0.1125
ICOS,TCGA-28-5216-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-28-5218-01A,Glioblastoma Multiforme (TCGA),1.1339
ICOS,TCGA-28-5220-01A,Glioblastoma Multiforme (TCGA),0.0138
ICOS,TCGA-32-1970-01A,Glioblastoma Multiforme (TCGA),0.0306
ICOS,TCGA-32-1980-01A,Glioblastoma Multiforme (TCGA),0.2489
ICOS,TCGA-32-1982-01A,Glioblastoma Multiforme (TCGA),0.1871
ICOS,TCGA-32-2615-01A,Glioblastoma Multiforme (TCGA),0.2916
ICOS,TCGA-32-2616-01A,Glioblastoma Multiforme (TCGA),0.0535
ICOS,TCGA-32-2632-01A,Glioblastoma Multiforme (TCGA),0.6103
ICOS,TCGA-32-2634-01A,Glioblastoma Multiforme (TCGA),0.0362
ICOS,TCGA-32-2638-01A,Glioblastoma Multiforme (TCGA),0.0548
ICOS,TCGA-32-4213-01A,Glioblastoma Multiforme (TCGA),0.2307
ICOS,TCGA-32-5222-01A,Glioblastoma Multiforme (TCGA),0.0591
ICOS,TCGA-41-2571-01A,Glioblastoma Multiforme (TCGA),0.0
ICOS,TCGA-41-2572-01A,Glioblastoma Multiforme (TCGA),0.0436
ICOS,TCGA-41-3915-01A,Glioblastoma Multiforme (TCGA),0.3317
ICOS,TCGA-41-4097-01A,Glioblastoma Multiforme (TCGA),0.3673
ICOS,TCGA-41-5651-01A,Glioblastoma Multiforme (TCGA),0.0523
ICOS,TCGA-76-4925-01A,Glioblastoma Multiforme (TCGA),0.0472
ICOS,TCGA-76-4927-01A,Glioblastoma Multiforme (TCGA),0.0215
ICOS,TCGA-76-4929-01A,Glioblastoma Multiforme (TCGA),0.0148
ICOS,TCGA-76-4931-01A,Glioblastoma Multiforme (TCGA),0.015
ICOS,TCGA-76-4932-01A,Glioblastoma Multiforme (TCGA),0.0257
ICOS,AK002,Glioblastoma Multiforme (validation),0.1075
ICOS,AK003,Glioblastoma Multiforme (validation),1.4377
ICOS,AK005,Glioblastoma Multiforme (validation),1.6061
ICOS,AK006,Glioblastoma Multiforme (validation),0.1242
ICOS,AK015,Glioblastoma Multiforme (validation),0.7063
ICOS,AK030,Glioblastoma Multiforme (validation),3.5808
ICOS,AK035,Glioblastoma Multiforme (validation),0.2196
ICOS,AK041,Glioblastoma Multiforme (validation),0.7392
ICOS,AK043,Glioblastoma Multiforme (validation),0.0761
ICOS,AK049,Glioblastoma Multiforme (validation),0.4671
ICOS,AK051,Glioblastoma Multiforme (validation),1.1031
ICOS,AK053,Glioblastoma Multiforme (validation),0.3501
ICOS,AK055,Glioblastoma Multiforme (validation),0.0538
ICOS,AK066,Glioblastoma Multiforme (validation),0.4491
ICOS,AK068,Glioblastoma Multiforme (validation),0.134
ICOS,AK071,Glioblastoma Multiforme (validation),1.4346
ICOS,AK072,Glioblastoma Multiforme (validation),0.7336
ICOS,AK074,Glioblastoma Multiforme (validation),0.0907
ICOS,AK076,Glioblastoma Multiforme (validation),0.0965
ICOS,AK079,Glioblastoma Multiforme (validation),0.724
ICOS,AK081,Glioblastoma Multiforme (validation),0.1836
ICOS,AK085,Glioblastoma Multiforme (validation),0.4005
ICOS,AK088,Glioblastoma Multiforme (validation),0.0504
ICOS,AK089,Glioblastoma Multiforme (validation),0.2151
